This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"KTPH","TONOPAH AIRP",-117.0872,38.0603,1654,"ASOS"
"KTPL","TEMPLE/MILLE",-97.4000,31.1500,208,"ASOS"
"KTQE","TEKAMAH (ASO",-96.1778,41.7669,313,"ASOS"
"KTQH","TAHLEQUAH MU",-95.0044,35.9289,266,"ASOS"
"KTRI","BRISTOL/TRI-",-82.3989,36.4797,463,"ASOS"
"KTRK","TRUCKEE-TAHO",-120.1300,39.3200,1798,"ASOS"
"KTRL","TERRELL",-96.2683,32.7136,144,"ASOS"
"KTRM","THERMAL AIRP",-116.1600,33.6278,-34,"ASOS"
"KTSP","TEHACHAPI MU",-118.4392,35.1350,1220,"ASOS"
"KTTA","SANFORD-LEE",-79.1014,35.5825,75,"ASOS"
"KTTD","PORTLAND/TRO",-122.4089,45.5511,11,"ASOS"
"KTTF","MONROE",-83.4347,41.9400,188,"ASOS"
"KTTN","TRENTON/MERC",-74.8164,40.2764,64,"ASOS"
"KTTS","NASA SHUTTLE",-80.7200,28.6200,3,"ASOS"
"KTUL","TULSA INTL A",-95.8864,36.1975,206,"ASOS"
"KTUP","TUPELO/C.D.",-88.7700,34.2681,106,"ASOS"
"KTUS","TUCSON INTL",-110.9553,32.1314,805,"ASOS"
"KTVC","TRAVERSE CIT",-85.5700,44.7367,190,"ASOS"
"KTVF","THIEF RIVER(",-96.1800,48.0700,340,"ASOS"
"KTVI","THOMASVILLE",-83.8811,30.9017,80,"ASOS"
"KTVK","CENTERVILLE",-92.9011,40.6844,312,"ASOS"
"KTVL","SOUTH LAKE T",-119.9953,38.8939,1909,"ASOS"
"KTVR","VICKSBURG/TA",-91.0300,32.3481,26,"ASOS"
"KTWF","TWIN FALLS/J",-114.4761,42.4786,1265,"ASOS"
"KTWM","TWO HARBORS",-91.7500,47.0500,328,"ASOS"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS"
"KTYQ","INDIANAPOLIS",-86.2514,40.0306,281,"ASOS"
"KTYR","TYLER/POUNDS",-95.4039,32.3586,165,"ASOS"
"KTYS","KNOXVILLE MU",-83.9858,35.8181,299,"ASOS"
"KTZR","BOLTON FIELD",-83.1372,39.9008,276,"ASOS"
"KUAO","AURORA STATE",-122.7656,45.2489,59,"ASOS"
"KUCP","NEW CASTLE M",-80.4133,41.0253,327,"ASOS"
"KUDG","DARLINGTON C",-79.8903,34.4492,59,"ASOS"
"KUES","WAUKESHA CNT",-88.2369,43.0411,278,"ASOS"
"KUGN","CHICAGO/WAUK",-87.8700,42.4200,222,"ASOS"
"KUIN","QUINCY MUNI/",-91.1944,39.9425,234,"ASOS"
"KUKF","NORTH WILKES",-81.1000,36.2200,396,"ASOS"
"KUKI","UKIAH MUNI (",-123.2008,39.1258,187,"ASOS"
"KUKT","QUAKERTOWN A",-75.3819,40.4353,160,"ASOS"
"KULM","NEW ULM MUNI",-94.5000,44.3200,308,"ASOS"
"KUNI","OHIO UNIVERS",-82.2292,39.2119,233,"ASOS"
"KUNO","WEST PLAINS",-91.9050,36.8792,374,"ASOS"
"KUNU","JUNEAU",-88.7033,43.4267,285,"ASOS"
"KUNV","STATE COLLEG",-77.8500,40.8500,378,"ASOS"
"KUOX","OXFORD, UNIV",-89.5356,34.3844,138,"ASOS"
"KUTA","TUNICA MUNIC",-90.3467,34.6811,59,"ASOS"
"KUTS","HUNTSVILLE M",-95.5861,30.7439,111,"ASOS"
"KUUU","NEWPORT",-71.2836,41.5300,52,"ASOS"
"KUVA","GARNER FIELD",-99.7436,29.2114,287,"ASOS"
"KUZA","ROCK HILL (W",-81.0558,34.9839,204,"ASOS"
"KVAD","MOODY AFB/VA",-83.2000,30.9700,71,"ASOS"
"KVAY","SOUTH JERSEY",-74.8411,39.9406,16,"ASOS"
"KVBG","VANDENBERG A",-120.5700,34.6500,112,"ASOS"
"KVBT","BENTONVILLE",-94.2200,36.3500,395,"ASOS"
"KVCB","VACAVILLE (W",-121.9575,38.3778,34,"ASOS"
"KVCT","VICTORIA REG",-96.9297,28.8625,35,"ASOS"
"KVDF","VANDENBERG A",-82.3453,28.0139,7,"ASOS"
"KVDI","VIDALIA MUNI",-82.3719,32.1925,84,"ASOS"
"KVEL","VERNAL",-109.5117,40.4442,1607,"ASOS"
"KVER","JESSE VIERTE",-92.6828,38.9467,218,"ASOS"
"KVES","DARKE COUNTY",-84.5319,40.2044,307,"ASOS"
"KVGT","NORTH LAS VE",-115.1958,36.2117,672,"ASOS"
"KVIH","ROLLA/VICHY",-91.7653,38.1319,350,"ASOS"
"KVIS","VISALIA MUNI",-119.4000,36.3200,89,"ASOS"
"KVJI","ABINGTON",-82.0300,36.6800,631,"ASOS"
"KVLD","VALDOSTA REG",-83.2800,30.7800,62,"ASOS"
"KVLL","OAKLAND/TROY",-83.1778,42.5431,222,"ASOS"
"KVNY","VAN NUYS AIR",-118.4908,34.2125,243,"ASOS"
"KVOK","VOLK/CAMP DO",-90.2700,43.9300,277,"ASOS"
"KVPC","CARTERSVILLE",-84.8472,34.1283,233,"ASOS"
"KVPS","EGLIN AFB/VA",-86.5300,30.4800,26,"ASOS"
"KVPZ","VALPARAISO",-86.9981,41.4531,234,"ASOS"
"KVQQ","JACKSONVILLE",-81.8767,30.2186,25,"ASOS"
"KVRB","VERO BEACH M",-80.4181,27.6556,7,"ASOS"
"KVSF","SPRINGFIELD/",-72.5217,43.3425,175,"ASOS"
"KVTA","NEWARK (WAS",-82.4625,40.0228,269,"ASOS"
"KVTI","VINTON, VINT",-92.0258,42.2186,258,"ASOS"
"KVTN","VALENTINE (A",-100.5514,42.8586,789,"ASOS"
"KVUJ","ALBEMARLE",-80.1508,35.4167,186,"ASOS"
"KVUO","PEARSON AIRP",-122.6564,45.6233,7,"ASOS"
"KVVG","THE VILLAGES",-81.9700,28.9600,27,"ASOS"
"KVVV","ORTONVILLE",-96.4244,45.3056,335,"ASOS"
"KVWU","WASKISH MUNI",-94.5169,48.1542,360,"ASOS"
"KVYS","PERU",-89.1531,41.3519,199,"ASOS"
"KW29","BAY BRIDGE A",-76.3297,38.9764,5,"ASOS"
"KW43","HULETT MUNIC",-104.5678,44.6628,1300,"ASOS"
"KW45","LURAY CAVERN",-78.5006,38.6669,275,"ASOS"
"KW99","GRANT_COUNTY",-79.1300,38.9800,293,"ASOS"
"KWAL","WALLOPS ISLA",-75.4631,37.9406,12,"ASOS"
"KWJF","LANCASTER/FO",-118.2189,34.7408,715,"ASOS"
"KWLD","STROTHER FIE",-97.0369,37.1681,353,"ASOS"
"KWMC","WINNEMUCCA M",-117.8072,40.9019,1311,"ASOS"
"KWRB","WARNER ROBIN",-83.6000,32.6300,90,"ASOS"
"KWRI","MCGUIRE AFB",-74.6000,40.0200,41,"ASOS"
"KWRL","WORLAND MUNI",-107.9508,43.9658,1288,"ASOS"
"KWST","WESTERLY STA",-71.7989,41.3497,24,"ASOS"
"KWVI","WATSONVILLE",-121.7889,36.9394,49,"ASOS"
"KWVL","WATERVILLE (",-69.6800,44.5300,101,"ASOS"
"KWWD","WILDWOOD(AWO",-74.9200,39.0200,7,"ASOS"
"KWWR","WEST WOODWAR",-99.5211,36.4367,667,"ASOS"
"KWYS","WEST YELLOWS",-111.1200,44.6800,2025,"ASOS"
"KX40","INVERNESS AI",-82.3183,28.8036,20,"ASOS"
"KXBP","BRIDGEPORT M",-97.8283,33.1753,260,"ASOS"
"KXLL","ALLENTOWN QU",-75.4883,40.5703,122,"ASOS"
"KXMR","CAPE CANAVER",-80.5669,28.4678,3,"ASOS"
"KXNA","NORTHWEST AR",-94.3069,36.2819,392,"ASOS"
"KXSA","TAPPAHANNOCK",-76.8942,37.8597,41,"ASOS"
"KXVG","LONGVILLE (W",-94.2039,46.9903,407,"ASOS"
"KY19","MANDAN MUNIC",-100.8944,46.7681,593,"ASOS"
"KY50","WAUTOMA MUNI",-89.3044,44.0417,262,"ASOS"
"KY51","VIROQUA MUNI",-90.8964,43.5794,394,"ASOS"
"KY63","ELBOW LAKE M",-95.9919,45.9861,367,"ASOS"
"KYIP","DETROIT/WILL",-83.5261,42.2367,218,"ASOS"
"KYKM","YAKIMA AIR T",-120.5336,46.5642,333,"ASOS"
"KYKN","YANKTON(AWOS",-97.3800,42.9200,398,"ASOS"
"KYNG","YOUNGSTOWN M",-80.6739,41.2544,364,"ASOS"
"KZZV","ZANESVILLE M",-81.8922,39.9444,274,"ASOS"
"010063","ADDISON",-87.1814,34.2031,233,"COOP"
"010160","ALEXANDER CI",-85.9481,32.9453,224,"COOP"
"010178","ALICEVILLE",-88.1269,33.1394,73,"COOP"
"010252","ANDALUSIA 3",-86.5222,31.3067,76,"COOP"
"010260","ANDERSON",-87.2747,34.9092,209,"COOP"
"010402","ATMORE",-87.4389,31.1819,91,"COOP"
"010505","BANKHEAD LOC",-87.3572,33.4528,85,"COOP"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP"
"010655","BELLE MINA 2",-86.8825,34.6908,183,"COOP"
"011080","BREWTON 3 EN",-87.0492,31.1414,49,"COOP"
"011084","BREWTON 3 SS",-87.0542,31.0578,26,"COOP"
"011099","BRIDGEPORT 5",-85.8008,34.9786,204,"COOP"
"011490","CENTRE",-85.7017,34.1503,183,"COOP"
"011566","CHATOM",-88.2506,31.4711,46,"COOP"
"011694","CLANTON",-86.6522,32.8200,186,"COOP"
"011725","CLAYTON",-85.4789,31.8844,152,"COOP"
"011803","CODEN",-88.2281,30.3878,4,"COOP"
"012096","CULLMAN NAHS",-86.7972,34.1925,192,"COOP"
"012172","DAUPHIN ISLA",-88.0833,30.2500,2,"COOP"
"012209","DECATUR 5 SE",-86.9539,34.5658,175,"COOP"
"012245","DEMOPOLIS LO",-87.8794,32.5192,30,"COOP"
"012350","DORA",-87.0792,33.7386,109,"COOP"
"012675","ENTERPRISE 5",-85.9014,31.3836,143,"COOP"
"012730","EUFAULA WILD",-85.0858,32.0042,66,"COOP"
"012758","EVERGREEN",-86.9531,31.4447,88,"COOP"
"012813","FAIRHOPE 2 N",-87.8808,30.5467,7,"COOP"
"013160","GAINESVILLE",-88.1342,32.8347,38,"COOP"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP"
"013519","GREENVILLE",-86.6147,31.7947,104,"COOP"
"013573","GUNTERSVILLE",-86.3297,34.3344,176,"COOP"
"013575","GUNTERSVILLE",-86.3294,34.3347,181,"COOP"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP"
"013655","HANCEVILLE",-86.7625,34.0619,162,"COOP"
"013761","HEADLAND",-85.3397,31.3625,113,"COOP"
"013775","HEFLIN",-85.6006,33.6483,259,"COOP"
"014193","JACKSON",-87.9278,31.5250,67,"COOP"
"014502","LAFAYETTE 2",-85.4336,32.9069,226,"COOP"
"014798","LIVINGSTON",-88.1897,32.5811,39,"COOP"
"015121","MARION JUNCT",-87.2306,32.4714,61,"COOP"
"015439","MILSTEAD",-85.8889,32.4419,66,"COOP"
"015635","MOULTON 2",-87.2933,34.4856,197,"COOP"
"015752","MUSCLE SHOAL",-87.5394,34.7889,163,"COOP"
"016129","OPELIKA",-85.4492,32.6592,195,"COOP"
"016196","OWENS CROSS",-86.4453,34.5528,180,"COOP"
"016988","ROBERTSDALE",-87.7017,30.5650,49,"COOP"
"017131","RUSSELLVILLE",-87.7319,34.5100,253,"COOP"
"017207","SAND MT SUBS",-85.9692,34.2872,335,"COOP"
"017304","SCOTTSBORO",-86.0536,34.6736,187,"COOP"
"017366","SELMA",-87.0153,32.4100,24,"COOP"
"017999","SYLACAUGA 4",-86.2114,33.2053,149,"COOP"
"018024","TALLADEGA",-86.1350,33.4164,137,"COOP"
"018178","THOMASVILLE",-87.8833,31.5411,123,"COOP"
"018209","THORSBY EXP",-86.6708,32.9206,207,"COOP"
"018438","UNION SPRING",-85.7464,32.0142,134,"COOP"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP"
"018517","VERNON",-88.1275,33.7392,91,"COOP"
"018998","WINFIELD 2 S",-87.8475,33.9111,143,"COOP"
"020060","AGUILA",-113.1875,33.9433,660,"COOP"
"020080","AJO",-112.8617,32.3686,549,"COOP"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP"
"020404","ARIZONA CITY",-111.6928,32.7597,456,"COOP"
"020586","BAGDAD",-113.1739,34.5972,1205,"COOP"
"020672","BEAVER DAM",-113.9425,36.8969,572,"COOP"
"020683","BENSON 6 SE",-110.2403,31.8803,1125,"COOP"
"020808","BLACK RIVER",-109.7517,33.4783,1849,"COOP"
"020871","BLUE RIDGE R",-111.1892,34.6103,2097,"COOP"
"020958","BOWIE",-109.4908,32.3236,1146,"COOP"
"021314","CASA GRANDE",-111.5367,32.9947,433,"COOP"
"021357","CATALINA SP",-110.9300,32.4175,814,"COOP"
"021849","CLIFTON",-109.3072,33.0561,1073,"COOP"
"021920","COLORADO CIT",-112.9719,36.9939,1527,"COOP"
"022527","DIAMOND M RA",-113.3669,35.2967,1670,"COOP"
"022790","EHRENBERG 2",-114.4706,33.6133,142,"COOP"
"023110","FORT GRANT",-109.9447,32.6231,1478,"COOP"
"023150","FORT THOMAS",-110.0022,33.0194,853,"COOP"
"023190","FOUNTAIN HIL",-111.7131,33.6028,482,"COOP"
"023303","GANADO",-109.5661,35.7164,1932,"COOP"
"023501","GLOBE #3",-110.7933,33.3947,1116,"COOP"
"023668","GREEN VALLEY",-110.9978,31.8931,884,"COOP"
"023683","GREER",-109.4519,34.0219,2522,"COOP"
"023828","HAPPY JACK R",-111.4139,34.7433,2280,"COOP"
"024534","KARTCHNER CA",-110.3550,31.8350,1430,"COOP"
"024675","KITT PEAK",-111.5972,31.9600,2070,"COOP"
"024761","LAKE HAVASU",-114.3600,34.5028,143,"COOP"
"024849","LEES FERRY",-111.6022,36.8644,978,"COOP"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP"
"025494","METEOR CRATE",-111.0167,35.0333,1584,"COOP"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP"
"025700","MORMON FLAT",-111.4425,33.5544,520,"COOP"
"025780","MUND'S PARK",-111.6392,34.9364,1972,"COOP"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP"
"026117","ORACLE STATE",-110.7317,32.6100,1401,"COOP"
"026119","ORACLE 2 SE",-110.7344,32.6025,1375,"COOP"
"026180","PAGE",-111.4483,36.9208,1301,"COOP"
"026194","PAINTED ROCK",-113.0317,33.0772,183,"COOP"
"026242","PARADISE",-109.2167,31.9333,1656,"COOP"
"026250","PARKER",-114.2897,34.1547,128,"COOP"
"026601","PINETOP 2E",-109.9219,34.1242,2195,"COOP"
"026616","PIPE SPRINGS",-112.7386,36.8586,1500,"COOP"
"026796","PRESCOTT",-112.4322,34.5706,1586,"COOP"
"026840","PUNKIN CENTE",-111.3064,33.8556,709,"COOP"
"027281","ROOSEVELT 1",-111.1508,33.6731,672,"COOP"
"027370","SACATON",-111.7417,33.0800,392,"COOP"
"027390","SAFFORD AGRI",-109.6808,32.8150,900,"COOP"
"027398","SAGUARO NAT'",-110.7369,32.1797,936,"COOP"
"027480","SAN CARLOS R",-110.5261,33.1819,772,"COOP"
"027619","SASABE",-111.5436,31.4831,1094,"COOP"
"028070","SOMERTON",-114.6411,32.5764,57,"COOP"
"028326","SUNRISE MOUN",-109.5631,33.9733,2856,"COOP"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP"
"028590","TOHONO CHUL",-110.9808,32.3392,770,"COOP"
"028619","TOMBSTONE",-110.0569,31.7056,1405,"COOP"
"028795","TUCSON 17 NW",-111.1961,32.2542,781,"COOP"
"028865","TUMACACORI N",-111.0497,31.5678,996,"COOP"
"029156","WALNUT CANYO",-111.5067,35.1706,2038,"COOP"
"029309","WIKIEUP",-113.6136,34.7061,613,"COOP"
"029542","WUPATKI NM",-111.3703,35.5247,1496,"COOP"
"029645","YUCCA 1 NNE",-114.1344,34.8775,594,"COOP"
"030064","ALICIA 2 NNE",-91.0583,35.9289,77,"COOP"
"030130","ALUM FORK",-92.8417,34.7961,213,"COOP"
"030220","ARKADELPHIA",-93.0589,34.1433,60,"COOP"
"030286","ASHDOWN 4 SS",-94.0997,33.6192,98,"COOP"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP"
"030460","BATESVILLE L",-91.6389,35.7600,88,"COOP"
"030582","BENTON",-92.6006,34.5675,94,"COOP"
"030664","BIG FORK 1 S",-93.9567,34.4692,335,"COOP"
"030764","BLAKELY MOUN",-93.1947,34.5697,130,"COOP"
"030798","BLUE MOUNTAI",-93.6506,35.1161,130,"COOP"
"030806","BLYTHEVILLE",-89.9044,35.9239,77,"COOP"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP"
"030936","BRINKLEY",-91.1878,34.8825,61,"COOP"
"031102","CABOT 4 SW",-92.0064,34.9817,91,"COOP"
"031132","CALICO ROCK",-92.1636,36.1092,107,"COOP"
"031140","CALION LOCK",-92.4850,33.3047,30,"COOP"
"031152","CAMDEN 1",-92.8236,33.5900,35,"COOP"
"031191","CANE CREEK S",-91.7711,33.9153,79,"COOP"
"031457","CLARKSVILLE",-93.4036,35.5328,259,"COOP"
"031459","CLARKSVILLE",-93.4425,35.4564,189,"COOP"
"031596","CONWAY",-92.4289,35.0842,96,"COOP"
"031632","CORNING",-90.5858,36.4197,85,"COOP"
"031730","CROSSETT 2 S",-91.9492,33.1111,39,"COOP"
"031900","DEER",-93.2044,35.8272,724,"COOP"
"031910","DEGRAY LAKE",-93.1486,34.2531,149,"COOP"
"031948","DEQUEEN",-94.3481,34.0464,121,"COOP"
"031962","DERMOTT 3 NE",-91.3847,33.5594,44,"COOP"
"031968","DES ARC",-91.4978,34.9772,61,"COOP"
"032355","EUDORA",-91.1578,33.0686,41,"COOP"
"032356","EUREKA SPRIN",-93.7917,36.4164,433,"COOP"
"032366","EVENING SHAD",-91.6142,36.0811,152,"COOP"
"032540","FORDYCE",-92.4322,33.8228,70,"COOP"
"032794","GILBERT",-92.7147,35.9914,189,"COOP"
"032978","GREERS FERRY",-91.9997,35.5206,161,"COOP"
"033132","HARDY",-91.5056,36.2747,201,"COOP"
"033242","HELENA",-90.5903,34.5211,59,"COOP"
"033428","HOPE 3 NE",-93.5561,33.7089,114,"COOP"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP"
"033734","JONESBORO 2",-90.6881,35.8486,96,"COOP"
"033821","KEISER",-90.0964,35.6872,71,"COOP"
"033862","KEO",-92.0072,34.6053,70,"COOP"
"033909","KINGSTON 2S",-93.5206,36.0086,654,"COOP"
"034106","LEAD HILL",-92.9094,36.4211,226,"COOP"
"034134","LEOLA",-92.5947,34.1742,78,"COOP"
"034185","LEWISVILLE",-93.5678,33.3614,104,"COOP"
"034528","MADISON 1 NW",-90.7347,35.0264,91,"COOP"
"034562","MALVERN",-92.8283,34.3817,95,"COOP"
"034572","MAMMOTH SPRI",-91.5350,36.4947,153,"COOP"
"034638","MARIANNA 2 S",-90.7661,34.7336,71,"COOP"
"034666","MARSHALL",-92.6394,35.9156,309,"COOP"
"034711","MCCRORY",-91.1947,35.2658,66,"COOP"
"034756","MENA",-94.2494,34.5731,344,"COOP"
"034938","MORRILTON",-92.7672,35.1581,104,"COOP"
"034991","MOUNT IDA AS",-93.3500,34.3300,214,"COOP"
"035018","MOUNTAINBURG",-94.1542,35.6494,242,"COOP"
"035036","MOUNTAIN HOM",-92.3939,36.3458,244,"COOP"
"035046","MOUNTAIN VIE",-92.1042,35.9147,238,"COOP"
"035079","MURFREESBORO",-93.7019,34.0783,121,"COOP"
"035112","NASHVILLE",-93.8514,33.9303,122,"COOP"
"035186","NEWPORT",-91.2744,35.6042,69,"COOP"
"035200","NIMROD DAM",-93.1594,34.9553,146,"COOP"
"035512","OZARK 2",-93.8683,35.5125,253,"COOP"
"035563","PARAGOULD 1",-90.4978,36.0336,82,"COOP"
"035754","PINE BLUFF",-92.0189,34.2256,66,"COOP"
"035820","POCAHONTAS 1",-90.9681,36.2639,96,"COOP"
"035831","POINSETT STA",-90.6872,35.5325,105,"COOP"
"035866","PORTLAND",-91.5044,33.2381,37,"COOP"
"035908","PRESCOTT",-93.3767,33.7975,94,"COOP"
"036353","STEPROCK",-91.6469,35.4156,132,"COOP"
"036376","SAINT CHARLE",-91.1272,34.3767,61,"COOP"
"036403","SALEM",-91.8036,36.3561,207,"COOP"
"036506","SEARCY",-91.7164,35.2683,70,"COOP"
"036768","SPARKMAN",-92.8267,33.9153,52,"COOP"
"036928","SUBIACO",-93.6369,35.3028,152,"COOP"
"037488","WALDRON",-94.1942,34.8992,206,"COOP"
"037582","WARREN 2 WSW",-92.0997,33.6044,86,"COOP"
"037712","WEST MEMPHIS",-90.1806,35.1242,66,"COOP"
"037963","WINSLOW 7NE",-94.0203,35.8550,667,"COOP"
"038010","WOOSTER",-92.4453,35.2094,101,"COOP"
"038052","WYNNE",-90.7964,35.2547,79,"COOP"
"040174","AMBOY ROAD E",-115.8044,34.1614,388,"COOP"
"040176","AMBOY",-115.7500,34.5667,195,"COOP"
"040232","ANTIOCH PUMP",-121.7458,37.9856,18,"COOP"
"040343","ASH MOUNTAIN",-118.8253,36.4914,521,"COOP"
"040383","AUBURN",-121.0839,38.9072,394,"COOP"
"040436","BAKER",-116.0736,35.2658,287,"COOP"
"040444","BAKERSFIELD",-119.0508,35.4186,143,"COOP"
"040693","BERKELEY",-122.2589,37.8744,94,"COOP"
"040738","BIG BAR 4 E",-123.2081,40.7403,381,"COOP"
"040924","BLYTHE",-114.5972,33.6131,82,"COOP"
"040931","BOCA",-120.0936,39.3886,1699,"COOP"
"040983","BORREGO DESE",-116.4144,33.2314,245,"COOP"
"041018","BOWMAN DAM",-120.6556,39.4539,1641,"COOP"
"041214","BURNEY",-121.6783,40.8792,975,"COOP"
"041244","BUTTONWILLOW",-119.4731,35.4047,82,"COOP"
"041277","CALAVERAS BI",-120.3114,38.2769,1431,"COOP"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP"
"041614","CEDARVILLE",-120.1736,41.5336,1423,"COOP"
"041700","CHESTER",-121.2422,40.3033,1381,"COOP"
"041738","CHIRIACO SUM",-115.7206,33.6617,520,"COOP"
"041864","COALINGA",-120.3606,36.1356,204,"COOP"
"041948","COLUSA 2 SSW",-122.0297,39.1806,15,"COOP"
"042239","CUYAMACA",-116.5872,32.9897,1414,"COOP"
"042294","DAVIS 2 WSW",-121.7761,38.5350,18,"COOP"
"042319","DEATH VALLEY",-116.8669,36.4622,-54,"COOP"
"042574","DUNSMUIR TRE",-122.2736,41.1833,661,"COOP"
"042598","EAGLE MOUNTA",-115.4508,33.8089,297,"COOP"
"042934","FAIRFIELD",-122.0681,38.2736,12,"COOP"
"042941","FAIRMONT",-118.4275,34.7042,933,"COOP"
"043182","FORT JONES R",-122.8478,41.6000,831,"COOP"
"043256","FRESNO 5 NE",-119.7017,36.7525,100,"COOP"
"043261","FRIANT GOVER",-119.7072,36.9969,125,"COOP"
"043384","GEORGETOWN R",-120.8008,38.9331,915,"COOP"
"043392","GETTY CENTER",-118.4786,34.0869,336,"COOP"
"043463","GLENNVILLE",-118.7006,35.7269,957,"COOP"
"043551","GRANT GROVE",-118.9631,36.7394,2012,"COOP"
"043573","GRASS VALLEY",-121.0681,39.2042,732,"COOP"
"043578","GRATON",-122.8650,38.4306,61,"COOP"
"043669","GROVELAND 2",-120.2258,37.8444,853,"COOP"
"043710","HAIWEE",-117.9528,36.1389,1166,"COOP"
"043747","HANFORD 1 S",-119.6356,36.3219,75,"COOP"
"043761","HAPPY CAMP R",-123.3758,41.8042,341,"COOP"
"043824","HAT CREEK",-121.5433,40.9317,919,"COOP"
"043855","HAYFIELD PUM",-115.6289,33.7044,418,"COOP"
"043914","HENSHAW DAM",-116.7614,33.2372,823,"COOP"
"043939","HETCH HETCHY",-119.7831,37.9614,1180,"COOP"
"044025","HOLLISTER 2",-121.4222,36.8486,84,"COOP"
"044223","IMPERIAL",-115.5667,32.8489,-20,"COOP"
"044232","INDEPENDENCE",-118.2036,36.7981,1204,"COOP"
"044297","IRON MOUNTAI",-115.1219,34.1472,281,"COOP"
"044303","IRVINE RANCH",-117.7231,33.7200,165,"COOP"
"044374","JESS VALLEY",-120.2947,41.2683,1646,"COOP"
"044405","JOSHUA TREE",-116.3167,34.1333,830,"COOP"
"044412","JULIAN CDF",-116.5925,33.0764,1285,"COOP"
"044534","KETTLEMAN CI",-119.9600,36.0042,73,"COOP"
"044712","LAKE SOLANO",-122.0039,38.4919,58,"COOP"
"044890","LEMON COVE",-119.0264,36.3817,156,"COOP"
"044957","LINDSAY",-119.0581,36.2033,128,"COOP"
"045026","LODGEPOLE",-118.7325,36.6044,2053,"COOP"
"045064","LOMPOC",-120.4514,34.6539,59,"COOP"
"045118","LOS BANOS",-120.8697,37.0533,37,"COOP"
"045233","MADERA",-120.0378,36.9539,82,"COOP"
"045280","MAMMOTH LAKE",-118.9617,37.6478,2379,"COOP"
"045360","MARKLEY COVE",-122.1261,38.4939,146,"COOP"
"045378","MARTINEZ WAT",-122.1142,38.0131,12,"COOP"
"045449","MC CLOUD",-122.1383,41.2514,1000,"COOP"
"045679","MINERAL",-121.6092,40.3458,1486,"COOP"
"045721","MITCHELL CAV",-115.5469,34.9436,1326,"COOP"
"045802","MONTEREY NWS",-121.8556,36.5925,37,"COOP"
"045860","MORONGO VALL",-116.5622,34.0864,959,"COOP"
"045866","MORRO BAY FI",-120.8447,35.3669,35,"COOP"
"045892","MTN PASS 1SE",-115.5311,35.4592,1456,"COOP"
"045915","MOUNT DIABLO",-121.9303,37.8792,661,"COOP"
"046006","MT WILSON NO",-118.0664,34.2267,1747,"COOP"
"046136","NEVADA CITY",-121.0008,39.2467,848,"COOP"
"046144","NEWARK",-122.0325,37.5147,3,"COOP"
"046161","NEWHALL 5NW",-118.5939,34.3933,538,"COOP"
"046174","NEW MELONES",-120.4864,38.0047,293,"COOP"
"046198","NILAND 4NE",-115.4772,33.2717,23,"COOP"
"046252","NORTH FORK R",-119.5067,37.2311,802,"COOP"
"046336","OAKLAND MUSE",-122.2642,37.7983,9,"COOP"
"046399","OJAI",-119.2275,34.4478,227,"COOP"
"046498","ORICK PRAIRI",-124.0192,41.3619,49,"COOP"
"046506","ORLAND",-122.1997,39.7458,77,"COOP"
"046521","OROVILLE",-121.5531,39.5178,52,"COOP"
"046646","PALO ALTO",-122.1394,37.4436,8,"COOP"
"046685","PARADISE",-121.6242,39.7539,533,"COOP"
"046699","PARKER RESER",-114.1708,34.2903,225,"COOP"
"046730","PASO ROBLES",-120.6856,35.6278,213,"COOP"
"046943","PISMO BEACH",-120.6817,35.1594,12,"COOP"
"046960","PLACERVILLE",-120.8244,38.6956,564,"COOP"
"047050","POMONA FAIRP",-117.7656,34.0811,317,"COOP"
"047085","PORTOLA",-120.4719,39.8053,1478,"COOP"
"047195","QUINCY",-120.9475,39.9367,1042,"COOP"
"047253","RANDSBURG",-117.6525,35.3692,1088,"COOP"
"047339","REDWOOD CITY",-122.2386,37.4767,9,"COOP"
"047643","SAINT HELENA",-122.4739,38.5072,69,"COOP"
"047821","SAN JOSE",-121.9033,37.3497,20,"COOP"
"047851","SAN LUIS OBI",-120.6639,35.3056,96,"COOP"
"047880","SAN RAFAEL C",-122.5372,37.9983,37,"COOP"
"048025","SAWYERS BAR",-123.1331,41.3011,661,"COOP"
"048122","SHAFTER 6E",-119.1458,35.4867,123,"COOP"
"048135","SHASTA DAM",-122.4161,40.7142,328,"COOP"
"048200","SHOSHONE",-116.2700,35.9719,479,"COOP"
